section	verse	gospel_refs	text
XXIII	37	Matt. xvi. 18	blood hath not revealed it unto thee, but my Father which is in heaven. And I say unto thee also, that thou art Cephas, and on this rock will I build my church; and the
XXIII	38	Matt. xvi. 19	gates of Hades shall not prevail against it. To thee will I give the keys of the kingdom of heaven: and whatsoever thou shalt bind on earth shall be bound in heaven; and
XXIII	39	Matt. xvi. 20	whatsoever thou shalt loose on earth shall be loosed in heaven. And he sternly charged his disciples, and warned them that they should not tell any man concerning him,
XXIII	40	Matt. xvi. 21	that he was the Messiah. And henceforth began Jesus to shew to his disciples
XXIII	41	Mark viii. 31	that he was determined to go to Jerusalem, and suffer much, and be rejected of the elders, and of the chief priests, and of the scribes, and be killed, and on the
XXIII	42	Mark viii. 32; Matt. xvi. 22	third day rise. And he was speaking plainly. And Simon Cephas, as one grieved
XXIII	43	Mark viii. 33	for him, said, Far be thou, my Lord, from that. And he turned, and looked upon
XXIII	44	Matt. xvi. 23	his disciples, and rebuked Simon, and said, Get thee behind me, Satan: for thou art a stumblingblock unto me: for thou thinkest not of what pertains to God, but of what pertains to men.
XXIII	45	Mark viii. 34	And Jesus called the multitudes with his disciples, and said unto them, Whosoever would come after me, let him deny himself, and take his cross every day, and
XXIII	46	Mark viii. 35	come after me. And whosoever would save his life shall lose it; and whosoever
XXIII	47	Luke ix. 25	loseth his life for my sake, and for the sake of my gospel, shall save it. What shall
XXIII	48	Mark viii. 37	a man profit, if he gain all the world, and destroy his own life, or lose it? or what
XXIII	49	Mark viii. 38	will a man give in ransom for his life? Whosoever shall deny me and my sayings in this sinful and adulterous generation, the Son of man also will
XXIII	50	Matt. xvi. 27	deny him, when he cometh in the glory of his Father with his holy angels. For the Son of man is about to come in the glory of his Father with his holy angels; and then shall he reward each man according to his works. Footnotes[edit]
XXIV	1	Mark ix. 1; Matt. xvi. 28	And he said unto them, Verily I say unto you, There be here now some standing that shall not taste death, until they see the kingdom of God come with strength, and the Son of man who cometh in his kingdom.
XXIV	2	Matt. xvii. 1	And after six days Jesus took Simon Cephas, and James, and John his brother,
XXIV	3	Luke ix. 29	and brought them up into a high mountain, the three of them only. And while they
XXIV	4	Matt. xvii. 2	were praying, Jesus changed, and became after the fashion of another person; and his face shone like the sun, and his raiment was very white like the snow, and as
XXIV	5	Mark ix. 3	the light of lightning, so that nothing on earth can whiten like it. And there appeared
XXIV	6	Luke ix. 31	unto him Moses and Elijah talking to Jesus. And they thought that the time
XXIV	7	Luke ix. 32	of his decease which was to be accomplished at Jerusalem was come. And Simon and those that were with him were heavy in the drowsiness of sleep; and with effort they roused themselves, and saw his glory, and those two men that were standing with him.
XXIV	8	Luke ix. 33	And when they began to depart from him, Simon said unto Jesus, My
XXIV	9	Matt. xvii. 4; Luke ix. 33	Master, it is good for us to be here: and if thou wilt, we will make here three tabernacles; one for thee, and one for Moses, and one for Elijah; not knowing
XXIV	10	Mark ix. 6	what he said, because of the fear which took possession of them. And while he
XXIV	11	Luke ix. 34	was yet saying that, a bright cloud overshadowed them. And when they saw Moses
XXIV	12	Matt. xvii. 5	and Elijah that they had entered into that cloud, they feared again. And a voice was heard out of the cloud, saying, This is my beloved Son, whom I have chosen;
XXIV	13	Luke ix. 36	hear ye therefore him. And when this voice was heard, Jesus was found alone.
XXIV	14	Matt. xvii. 6	And the disciples, when they heard the voice, fell on their faces from the fear which
XXIV	15	Matt. xvii. 7	took hold of them. And Jesus came and touched them and said, Arise, be not
XXIV	16	Matt. xvii. 8	afraid. And they lifted up their eyes, and saw Jesus as he was.
XXIV	17	Matt. xvii. 9	And when they went down from the mountain, Jesus charged them, and said unto them, Tell not what ye have seen to any man, until the Son of man rise from
XXIV	18	Mark ix. 10	among the dead. And they kept the word within themselves, and told no man in
XXIV	19	Mark ix. 10	those days what they had seen. And they reflected among themselves, What is this
XXIV	20	Mark ix. 11	word which he spake unto us, I, when I am risen from among the dead? And his disciples asked him, and said, What is that which the scribes say, then, that Elijah
XXIV	21	Mark ix. 12	must first come? He said unto them, Elijah cometh first to set in order everything, and as it was written of the Son of man, that he should suffer many things,
XXIV	22	Mark ix. 13	and be rejected. But I say unto you, that Elijah is come, and they knew him not, and have done unto him whatsoever they desired, as it was written of him.
XXIV	23, 24	Matt. xvii. 12; Matt. xvii. 13	In like manner the Son of man is to suffer of them. Then understood the disciples that he spake unto them concerning John the Baptist.
XXIV	25	Mark ix. 14	And on that day whereon they came down from the mountain, there met him a multitude of many people standing with his disciples, and the scribes were discussing
XXIV	26	Mark ix. 15	with them. And the people, when they saw Jesus, were perplexed, and in the
XXIV	27	Luke xiii. 31	midst of their joy hastened and saluted him. And on that day came certain of the Pharisees, and said unto him, Get thee out, and go hence; for Herod seeketh
XXIV	28	Luke xiii. 32	to kill thee. Jesus said unto them, Go ye and say to this fox, Behold, I am casting out demons, and I heal to-day and to-morrow, and on the third day I am perfected.
XXIV	29	Luke xiii. 33	Nevertheless I must be watchful to-day and to-morrow, and on the last day I shall depart; for it cannot be that a prophet perish outside of Jerusalem.
XXIV	30	Luke ix. 38; Luke ix. 38	And after that, there came to him a man from that multitude, and fell upon his knees, and said unto him, I beseech thee, my Lord, look upon my son; he is my
XXIV	31	Luke ix. 39	only child: and the spirit cometh upon him suddenly. A lunacy hath come upon
XXIV	32	Mark ix. 18	him, and he meeteth with evils. And when it cometh upon him, it beateth him about;
XXIV	33	Matt. xvii. 15	and he foameth, and gnasheth his teeth, and wasteth; and many times it hath thrown him into the water and into the fire to destroy him, and it hardly leaveth him after
XXIV	34	Matt. xvii. 16	bruising him. And I brought him near to thy disciples, and they could
XXIV	35	Matt. xvii. 17	not heal him. Jesus answered and said, O faithless and perverse generation, till when shall I be with you? and till when shall I bear with you? bring thy son
XXIV	36	Mark ix. 20	hither. And he brought him unto him: and when the spirit saw him, immediately
XXIV	37	Mark ix. 21	it beat him about; and he fell upon the ground, and was raging and foaming. And Jesus asked his father, How long is the time during which he hath been thus? He
XXIV	38	Mark ix. 22	said unto him, From his youth until now. But, my Lord, help me wherein thou
XXIV	39	Mark ix. 23	canst, and have mercy upon me. Jesus said unto him, If thou canst believe! All
XXIV	40	Mark ix. 24	things are possible to him that believeth. And immediately the father of the child
XXIV	41	Mark ix. 25	cried out, weeping, and said, I believe, my Lord; help my lack of faith. And when Jesus saw the hastening of the people, and their coming at the sound, he rebuked that unclean spirit, and said to it, Thou dumb spirit that speakest not, I command
XXIV	42	Mark ix. 26	thee, come out of him, and enter not again into him. And that spirit, devil, cried out much, and bruised him, and came out; and that child fell as one dead, and
XXIV	43	Mark ix. 27	many thought that he had died. But Jesus took him by his hand, and raised him
XXIV	44	Matt. xvii. 18	up, and gave him to his father; and that child was healed from that hour. And the people all marvelled at the greatness of God.
XXIV	45	Mark ix. 28	And when Jesus entered into the house, his disciples came, and asked him
XXIV	46	Matt. xvii. 20	privately, and said unto him, Why were we not able to heal him? Jesus said unto them, Because of your unbelief. Verily I say unto you, If ye have faith as a grain of mustard seed, ye shall say to this mountain, Remove hence;
XXIV	47	Mark ix. 29	and it shall remove; and nothing shall overcome you. But it is impossible to cast out this kind by anything except by fasting and prayer.
XXIV	48	Mark ix. 30	And when he went forth thence, they passed through Galilee: and he would not
XXIV	49	Mark ix. 31	that any man should know it. And he taught his disciples, and said unto them,
XXIV	50	Mark ix. 31	Keep ye these sayings in your ears and your hearts: for the Son of man is to be delivered into the hands of men, and they shall kill him; and when he is killed, he
XXIV	51	Luke ix. 45	shall rise on the third day. But they knew not the word which he spake unto them, for it was concealed from them, that they should not perceive it; and they feared to
XXIV	52	Matt. xvii. 23	ask him about this word. And they were exceeding sorrowful. Footnotes[edit]
XXV	1	Luke ix. 46	And in that day this thought presented itself to his disciples, and they said, which
XXV	2	Mark ix. 33	haply should be the greatest among them. And when they came to Capernaum, and entered into the house, Jesus said unto them, What were ye considering in the
XXV	3	Mark ix. 34	way among yourselves? And they were silent because they had considered that matter.
XXV	4	Matt. xvii. 24	And when Simon went forth without, those that received two dirhams for the tribute came to Cephas, and said unto him, Doth your master not give his two
XXV	5	Matt. xvii. 25	dirhams? He said unto them, Yea. And when Cephas entered the house, Jesus anticipated him, and said unto him, What thinkest thou, Simon? the kings of the earth, from whom do they receive custom and tribute? from their sons, or from
XXV	6	Matt. xvii. 26	strangers? Simon said unto him, From strangers. Jesus said unto him, Children then are free. Simon said unto him, Yea. Jesus said unto him,
XXV	7	Matt. xvii. 27	Give thou also unto them, like the stranger. But, lest it trouble them, go thou to the sea, and cast a hook; and the first fish that cometh up, open its mouth, and thou shalt find a stater: take therefore that, and give for me and thee.
XXV	8	Matt. xviii. 1	And in that hour came the disciples to Jesus, and said unto him, Who, thinkest
XXV	9	Luke ix. 47	thou, is greater in the kingdom of heaven? And Jesus knew the thought of their heart, and called a child, and set him in the midst, and took him in his arms, and
XXV	10	Matt. xviii. 3	said unto them, Verily I say unto you, If ye do not return, and become as children,
XXV	11	Luke ix. 48; Mark ix. 37	ye shall not enter the kingdom of heaven. Every one that shall receive in my name such as this child hath received me: and whosoever receiveth me receiveth
XXV	12	Luke ix. 48	not me, but him that sent me. And he who is little in your company, the same
XXV	13	Matt. xviii. 6	shall be great. But whosoever shall injure one of these little ones that believe in me, it were better for him that a great millstone should be hanged about his neck, and he should be drowned in the depths of the sea.
XXV	14	Luke ix. 49	John answered and said, Our Master, we saw one casting out devils in thy name;
XXV	15	Mark ix. 39	and we prevented him, because he followed not thee with us. Jesus said unto them, Prevent him not; for no man doeth powers in my name, and can hasten to speak evil
XXV	16, 17	Luke ix. 50; Matt. xviii. 7	of me. Every one who is not in opposition to you is with you. Woe unto the world because of trials! but woe unto that man by whose hand the trials come!
XXV	18	Matt. xviii. 8	If thy hand or thy foot injure thee, cut it off, and cast it from thee; for it is better for thee to enter into life being halt or maimed, and not that thou shouldest have two hands or two feet, and fall into the hell of fire that burneth for ever;
XXV	19, 20	Mark ix. 44; Matt. xviii. 9	where their worm dieth not, and their fire is not quenched. And if thine eye seduce
XXV	21	Mark ix. 47	thee, pluck it out, and cast it from thee; for it is better for thee to enter the kingdom of God with one eye, than that thou shouldest have two eyes, and fall into the
XXV	22, 23	Mark ix. 48; Mark ix. 49	fire of Gehenna; where their worm dieth not, and their fire is not quenched. Every
XXV	24	Mark ix. 50	one shall be salted with fire, and every sacrifice shall be salted with salt. How good
XXV	25	Luke xiv. 34	is salt! but if the salt also be tasteless, wherewith shall it be salted? It is fit neither for the land nor for dung, but they cast it out. He that hath ears to hear, let him
XXV	26	Mark ix. 50	hear. Have ye salt in yourselves, and be in peace one with another.
XXV	27	Mark x. 1	And he arose from thence, and came to the borders of Judæa beyond Jordan: and there went unto him thither great multitudes, and he healed them; and he taught
XXV	28	Mark x. 2	them also, according to his custom. And the Pharisees came unto him, tempting
XXV	29	Mark x. 3	him, and asking him, Is it lawful for a man to put away his wife? He said, What
XXV	30	Mark x. 4	did Moses command you? They said, Moses made it allowable for us, saying, Whosoever
XXV	31	Mark x. 5; Matt. xix. 4	will, let him write a writing of divorcement, and put away his wife. Jesus answered and said unto them, Have ye not read, He that made them from the beginning
XXV	32	Matt. xix. 5	made them male and female, and said, For this reason shall the man leave his father and his mother, and cleave to his wife; and they both shall be one body?
XXV	33	Matt. xix. 6	So then they are not twain, but one body; the thing, then, which God hath
XXV	34	Matt. xix. 7	joined together, let no man put asunder. And those Pharisees said unto him, Why did Moses consent that a man should give a writing of divorcement and put her away?
XXV	35	Matt. xix. 8	Jesus said unto them, Moses because of the hardness of your hearts gave you leave
XXV	36	Matt. xix. 9	to divorce your wives; but in the beginning it was not so. I say unto you, Whosoever putteth away his wife without fornication, and marrieth another, hath exposed
XXV	37	Mark x. 10	her to adultery. And his disciples, when he entered the house, asked him again
XXV	38	Mark x. 11	about that. And he said unto them, Every one who putteth away his wife, and
XXV	39	Mark x. 12; Matt. xix. 9	marrieth another, hath exposed her to adultery. And any woman that leaveth her husband, and becometh another’s, hath committed adultery. And whosoever marrieth
XXV	40	Matt. xix. 10	her that is divorced hath committed adultery. And his disciples said unto him, If there be between the man and the woman such a case as this, it is not good for
XXV	41	Matt. xix. 11	a man to marry. He said unto them, Not every man can endure this saying, except
XXV	42	Matt. xix. 12	him to whom it is given. There are eunuchs which from their mother’s womb were born so; and there are eunuchs which through men became eunuchs; and there are eunuchs which made themselves eunuchs for the sake of the kingdom of heaven. He that is able to be content, let him be content.
XXV	43	Matt. xix. 13	Then they brought to him children, that he should lay his hand upon them, and
XXV	44	Mark x. 13	pray: and his disciples were rebuking those that were bringing them. And Jesus saw, and it was distressing to him; and he said unto them, Suffer the children to come unto me, and prevent them not; for those that are like these have
XXV	45	Mark x. 15	the kingdom of God. Verily I say unto you, Whosoever receiveth not the
XXV	46	Mark x. 16	kingdom of God as this child, shall not enter it. And he took them in his arms, and laid his hand upon them, and blessed them. Footnotes[edit]
XXVI	1, 2	Luke xv. 1; Luke xv. 2	And there came unto him publicans and sinners to hear his word. And the scribes and the Pharisees murmured, and said, This man receiveth sinners, and
XXVI	3	Luke xv. 3	eateth with them. And Jesus, when he beheld their murmuring, spake unto them
XXVI	4	Luke xv. 4	this parable: What man of you, having an hundred sheep, if one of them were lost, would not leave the ninety-nine in the wilderness, and go and seek the straying one
XXVI	5	Matt. xviii. 13	till he found it? Verily I say unto you, When he findeth it, he will rejoice over it
XXVI	6	Luke xv. 5; Luke xv. 6	more than over the ninety-nine that went not astray; and bear it on his shoulders, and bring it to his house, and call his friends and neighbours, and say unto them,
XXVI	7	Matt. xviii. 14	Rejoice with me, since I have found my straying sheep. So your Father which is in heaven willeth not that one of these little ones that have strayed should perish,
XXVI	8	Luke xv. 7	and he seeketh for them repentance. I say unto you, Thus there shall be rejoicing in heaven over one sinner that repenteth, more than over ninety-nine righteous persons that do not need repentance.
XXVI	9	Luke xv. 8	And what woman having ten drachmas would lose one of them, and not light a
XXVI	10	Luke xv. 9	lamp, and sweep the house, and seek it with care till she found it; and when she found it, call her friends and neighbours, and say unto them, Rejoice with me, as I
XXVI	11	Luke xv. 10	have found my drachma that was lost? I say unto you, Thus there shall be joy before the angels of God over the one sinner that repenteth, more than over the ninety-nine righteous persons that do not need repentance.
XXVI	12, 13	Luke xv. 11; Luke xv. 12	And Jesus spake unto them also another parable: A man had two sons: and the younger son said unto him, My father, give me my portion that belongeth to
XXVI	14	Luke xv. 13	me of thy goods. And he divided between them his property. And after a few days the younger son gathered everything that belonged to him, and went into a
XXVI	15	Luke xv. 14	far country, and there squandered his property by living prodigally. And when he had exhausted everything he had, there occurred a great dearth in that country.
XXVI	16	Luke xv. 15	And when he was in want, he went and joined himself to one of the people of a city
XXVI	17	Luke xv. 16	of that country; and that man sent him into the field to feed the swine. And he used to long to fill his belly with the carob that those swine were eating: and no man
XXVI	18	Luke xv. 17	gave him. And when he returned unto himself, he said, How many hired servants now in my father’s house have bread enough and to spare, while I here perish with
XXVI	19	Luke xv. 18; Luke xv. 19	hunger! I will arise and go to my father’s house, and say unto him, My father, I
XXVI	20		have sinned in heaven and before thee, and am not worthy now to be called thy
XXVI	21	Luke xv. 20	son: make me as one of thy hired servants. And he arose, and came to his father. But his father saw him while he was at a distance, and was moved with compassion
XXVI	22	Luke xv. 21	for him, and ran, and fell on his breast, and kissed him. And his son said unto him, My father, I have sinned in heaven and before thee, and am not worthy to be
XXVI	23	Luke xv. 22	called thy son. His father said unto his servants, Bring forth a stately robe, and put
XXVI	24	Luke xv. 23	it on him; and put a ring on his hand, and put on him shoes on his feet: and bring and
XXVI	25	Luke xv. 24	slay a fatted ox, that we may eat and make merry: for this my son was dead, and is
XXVI	26	Luke xv. 25	alive; and was lost, and is found. And they began to be merry. Now his elder son was in the field; and when he came and drew near to the house,
XXVI	27	Luke xv. 26	he heard the sound of many singing. And he called one of the lads, and asked him
XXVI	28	Luke xv. 27	what this was. He said unto him, Thy brother hath arrived; and thy father hath
XXVI	29	Luke xv. 28	slain a fatted ox, since he hath received him safe and sound. And he was angry,
XXVI	30	Luke xv. 29	and would not enter; so his father went out, and besought him to enter. And he said to his father, How many years do I serve thee in bondage, and I never transgressed a commandment of thine; and thou hast never given me a kid, that I might
XXVI	31	Luke xv. 30	make merry with my friends? but this thy son, when he had squandered thy
XXVI	32	Luke xv. 31	property with harlots, and come, thou hast slain for him a fatted ox. His father said unto him, My son, thou art at all times with me, and everything I have is
XXVI	33	Luke xv. 32	thine. It behoveth thee to rejoice and make merry, since this thy brother was dead, and is alive; and was lost, and is found.
XXVI	34	Luke xvi. 1	And he spake a parable unto his disciples: There was a rich man, and he had
XXVI	35	Luke xvi. 2	a steward; and he was accused to him that he had squandered his property. So his lord called him, and said unto him, What is this that I hear regarding thee? Give me the account of thy stewardship; for it is now impossible that thou shouldest
XXVI	36	Luke xvi. 3	be a steward for me. The steward said within himself, What shall I do, seeing that my lord taketh from me the stewardship? To dig I am not able; and to beg I
XXVI	37	Luke xvi. 4	am ashamed. I know what I will do, that, when I go out of the stewardship, they
XXVI	38	Luke xvi. 5	may receive me into their houses. And he called one after another of his lord’s
XXVI	39	Luke xvi. 6	debtors, and said to the first, How much owest thou my lord? He said unto him, An hundred portions of oil. He said unto him, Take thy writing, and sit down, and write
XXVI	40	Luke xvi. 7	quickly fifty portions. And he said to the next, And thou, how much owest thou my lord? He said unto him, An hundred cors of wheat. He said unto him, Take
XXVI	41	Luke xvi. 8	thy writing, and sit down, and write eighty cors. And our lord commended the sinful steward because he had done a wise deed; for the children
XXVI	42	Luke xvi. 9	of this world are wiser than the children of the light in this their age. And I also say unto you, Make unto yourselves friends with the wealth of this unrighteousness;
XXVI	43	Luke xvi. 10	so that, when it is exhausted, they may receive you into their tents for ever. He who is faithful in a little is faithful also in much: and he who is unrighteous in a
XXVI	44	Luke xvi. 11	little is unrighteous also in much. If then in the wealth of unrighteousness ye were
XXVI	45	Luke xvi. 12	not trustworthy, who will intrust you with the truth? If ye are not found faithful in what does not belong to you, who will give you what belongeth to you? Footnotes[edit]
XXVII	1	Matt. xviii. 23	Therefore the kingdom of heaven is like a certain king, who would make a
XXVII	2	Matt. xviii. 24	reckoning with his servants. And when he began to make it, they brought to him one who
XXVII	3	Matt. xviii. 25	owed him ten talents. And because he had not wherewith to pay, his lord ordered that he should be sold, he, and his wife, and children, and all that he
XXVII	4	Matt. xviii. 26	had, and payment be made. So that servant fell down and worshipped him, and said unto him, My lord, have patience with me, and I shall pay thee everything.
XXVII	5	Matt. xviii. 27	And the lord of that servant had compassion, and released him, and forgave him his
XXVII	6	Matt. xviii. 28	debt. And that servant went out, and found one of his fellow-servants, who owed him a hundred pence; and he took him, and dealt severely with him, and said
XXVII	7	Matt. xviii. 29	unto him, Give me what thou owest. So the fellow-servant fell down at his
XXVII	8	Matt. xviii. 30	feet, and besought him, and said, Grant me respite, and I will pay thee. And he would not; but took him, and cast him into prison, till he should give him his debt.
XXVII	9	Matt. xviii. 31	And when their fellow-servants saw what happened, it distressed them much; and
XXVII	10	Matt. xviii. 32	they came and told their lord of all that had taken place. Then his lord called him, and said unto him, Thou wicked servant, all that debt I forgave thee, because
XXVII	11	Matt. xviii. 33	thou besoughtest me: was it not then incumbent on thee also to have mercy on thy
XXVII	12	Matt. xviii. 34	fellow-servant, as I had mercy on thee? And his lord became wroth, and delivered
XXVII	13	Matt. xviii. 35	him to the scourgers, till he should pay all that he owed. So shall my Father which is in heaven do unto you, if one forgive not his brother his wrong conduct from
XXVII	14	Luke xvii. 3	his heart. Take heed within yourselves: if thy brother sin, rebuke him; and if he
XXVII	15	Luke xvii. 4	repent, forgive him. And if he act wrongly towards thee seven times in a day, and on that day return seven times unto thee, and say, I repent towards thee; forgive him.
XXVII	16	Matt. xviii. 15	And if thy brother act wrongly towards thee, go and reprove him between thee and
XXVII	17	Matt. xviii. 16	him alone: if he hear thee, thou hast gained thy brother. But if he hear thee not, take with thee one or two, and so at the mouth of two or three every saying shall
XXVII	18	Matt. xviii. 17	be established. And if he listen not to these also, tell the congregation; and if he listen not even to the congregation, let him be unto thee as a publican and a Gentile.
XXVII	19	Matt. xviii. 18	Verily I say unto you, All that ye bind on earth shall be bound in heaven:
XXVII	20	Matt. xviii. 19	and what ye loose on earth shall be loosed in heaven. I say unto you also, If two of you agree on earth to ask, everything shall be granted them from my Father
XXVII	21	Matt. xviii. 20	which is in heaven. For where two or three are gathered in my name, there
XXVII	22	Matt. xviii. 21	am I amongst them. Then Cephas drew near to him, and said unto him, My Lord, how many times, if my brother act wrongly towards me, should I forgive him?
XXVII	23	Matt. xviii. 22	until seven times? Jesus said unto him, I say not unto thee, Until seven; but, Until seventy
XXVII	24	Luke xii. 47	times seven, seven. And the servant that knoweth his lord’s will, and maketh not
XXVII	25	Luke xii. 48	ready for him according to his will, shall meet with much punishment; but he that knoweth not, and doeth something for which he meriteth punishment, shall meet with slight punishment. Every one to whom much hath been given, much shall be asked of him; and he that hath had much committed to him, much shall be
XXVII	26	Luke xii. 49	required at his hand. I came to cast fire upon the earth; and I would that it had
XXVII	27	Luke xii. 50	been kindled already. And I have a baptism to be baptized with, and greatly am
XXVII	28	Matt. xviii. 10	I straitened till it be accomplished. See that ye despise not one of these little ones that believe in me. Verily I say unto you, Their angels at all times see the
XXVII	29	Matt. xviii. 11	face of my Father which is in heaven. The Son of man came to save the thing which was lost.
XXVII	30	John vii. 1	And after that, Jesus walked in Galilee; and he did not like to walk in Judæa,
XXVII	31	Luke xiii. 1	because the Jews sought to kill him. And there came people who told him of
XXVII	32	Luke xiii. 2	the Galilæans, those whose blood Pilate had mingled with their sacrifices. Jesus answered and said unto them, Do ye imagine that those Galilæans were sinners
XXVII	33	Luke xiii. 3	more than all the Galilæans, so that this thing has come upon them? Nay. Verily I say unto you now, that ye shall all also, if ye repent not, likewise perish.
XXVII	34	Luke xiii. 4	Or perchance those eighteen on whom the palace fell in Siloam, and slew them, do ye imagine that they were to be condemned more than all the people that dwell
XXVII	35	Luke xiii. 5	in Jerusalem? Nay. Verily I say unto you, If ye do not all repent, ye shall perish like them.
XXVII	36	Luke xiii. 6	And he spake unto them this parable: A man had a fig tree planted in his vineyard;
XXVII	37	Luke xiii. 7	and he came and sought fruit thereon, and found none. So he said to the husbandman, Lo, three years do I come and seek fruit on this fig tree, and find
XXVII	38	Luke xiii. 8	none: cut it down; why doth it render the ground unoccupied? The husbandman said unto him, My lord, leave it this year also, that I may dig about it, and dung
XXVII	39	Luke xiii. 9	it; then if it bear fruit—! and if not, then cut it down in the coming year.
XXVII	40	Luke xiii. 10	And when Jesus was teaching on the sabbath day in one of the synagogues,
XXVII	41	Luke xiii. 11	there was there a woman that had a spirit of disease eighteen years; and she was
XXVII	42	Luke xiii. 12	bowed down, and could not straighten herself at all. And Jesus saw her, and called
XXVII	43	Luke xiii. 13	her, and said unto her, Woman, be loosed from thy disease. And he put his hand
XXVII	44	Luke xiii. 14	upon her; and immediately she was straightened, and praised God. And the chief of the synagogue answered with anger, because Jesus had healed on a sabbath, and said unto the multitudes, There are six days in which work ought to be done;
XXVII	45	Luke xiii. 15	come in them and be healed, and not on the sabbath day. But Jesus answered and said unto him, Ye hypocrites, doth not each of you on the sabbath day loose
XXVII	46	Luke xiii. 16	his ox or his ass from the manger, and go and water it? Ought not this woman, who is a daughter of Abraham, and whom the devil hath bound eighteen years,
XXVII	47	Luke xiii. 17	to be loosed from this bond on the sabbath day? And when he said this, they were all put to shame, those standing, who were opposing him: and all the people were pleased with all the wonders that proceeded from his hand. Footnotes[edit]
XXVIII	1, 2	John vii. 2; John vii. 3	And at that time the feast of tabernacles of the Jews drew near. So the brethren of Jesus said unto him, Remove now hence, and go to Judæa, that
XXVIII	3	John vii. 4	thy disciples may see the deeds that thou doest. For no man doeth a thing secretly
XXVIII	4	John vii. 5	and wisheth to be apparent. If thou doest this, shew thyself to the world. For
XXVIII	5	John vii. 6	up to this time not even the brethren of Jesus believed on him. Jesus said unto them, My time till now has not arrived; but as for you, your time is alway ready.
XXVIII	6	John vii. 7	It is not possible for the world to hate you; but me it hateth, for I bear witness
XXVIII	7	John vii. 8	against it, that its deeds are evil. As for you, go ye up unto this feast: but I go
XXVIII	8	John vii. 9	not up now to this feast; for my time has not yet been completed. He said this, and remained behind in Galilee.
XXVIII	9	John vii. 10	But when his brethren went up unto the feast, he journeyed from Galilee, and
XXVIII	10	Matt. xix. 2	came to the borders of Judæa, to the country beyond Jordan; and there came after
XXVIII	11	John vii. 10	him great multitudes, and he healed them all there. And he went out, and proceeded
XXVIII	12	John vii. 11	to the feast, not openly, but as one that conceals himself. And the Jews sought him
XXVIII	13	John vii. 12	at the feast, and said, In what place is this man? And there occurred much murmuring there in the great multitude that came to the feast, on his account. For
XXVIII	14	John vii. 13	some said, He is good: and others said, Nay, but he leadeth the people astray. But no man spake of him openly for fear of the Jews.
XXVIII	15	John vii. 14	But when the days of the feast of tabernacles were half over, Jesus went
XXVIII	16	John vii. 15	up to the temple, and taught. And the Jews wondered, and said, How doth
XXVIII	17	John vii. 16	this man know writing, seeing he hath not learned? Jesus answered and said, My doctrine
XXVIII	18	John vii. 17	is not mine, but his that sent me. Whoever wisheth to do his will understandeth my doctrine, whether it be from God, or whether I speak of mine own accord.
XXVIII	19	John vii. 18	Whosoever speaketh of his own accord seeketh praise for himself; but whosoever seeketh praise for him that sent him, he is true, and unrighteousness in his heart
XXVIII	20	John vii. 19	there is none. Did not Moses give you the law, and no man of you keepeth the
XXVIII	21	John vii. 20	law? Why seek ye to kill me? The multitude answered and said unto him, Thou
XXVIII	22	John vii. 21	hast demons: who seeketh to kill thee? Jesus answered and said unto them, I did
XXVIII	23	John vii. 22	one deed, and ye all marvel because of this. Moses hath given you circumcision (not because it is from Moses, but it is from the fathers); and ye on the sabbath
XXVIII	24	John vii. 23	circumcise a man. And if a man is circumcised on the sabbath day, that the law of Moses may not be broken; are ye angry at me, because I healed on the sabbath
XXVIII	25	John vii. 24	day the whole man? Judge not with hypocrisy, but judge righteous judgement.
XXVIII	26	John vii. 25	And some people from Jerusalem said, Is not this he whom they seek to slay?
XXVIII	27	John vii. 26	And lo, he discourseth with them openly, and they say nothing unto him. Think
XXVIII	28	John vii. 27	you that our elders have learned that this is the Messiah indeed? But this man is known whence he is; and the Messiah, when he cometh, no man knoweth whence
XXVIII	29	John vii. 28	he is. So Jesus lifted up his voice as he taught in the temple, and said, Ye both know me, and know whence I am; and of my own accord am I not come, but he
XXVIII	30	John vii. 29	that sent me is true, he whom ye know not: but I know him; for I am
XXVIII	31	John vii. 30	from him, and he sent me. And they sought to seize him: and no man
XXVIII	32	John vii. 31	laid a hand on him, because his hour had not yet come. But many of the multitude believed on him; and they said, The Messiah, when he cometh, can it be that he will do more than these signs that this man doeth?
XXVIII	33	Luke xii. 13	And a man of that multitude said unto our Lord, Teacher, say to my brother
XXVIII	34	Luke xii. 14	that he divide with me the inheritance. Jesus said unto him, Man, who is it that
XXVIII	35	Luke xii. 15	appointed me over you as a judge and divider? And he said unto his disciples, Take heed within yourselves of all inordinate desire; for it is not in abundance of
XXVIII	36	Luke xii. 16	possessions that life shall be. And he gave them this parable: The ground of a
XXVIII	37	Luke xii. 17	rich man brought forth abundant produce: and he pondered within himself, and
XXVIII	38	Luke xii. 18	said, What shall I do, since I have no place to store my produce? And he said, I will do this: I will pull down the buildings of my barns, and build them, and make
XXVIII	39	Luke xii. 19	them greater; and store there all my wheat and my goods. And I will say to my soul, Soul, thou hast much goods laid by for many years; take thine ease, eat,
XXVIII	40	Luke xii. 20	drink, enjoy thyself. God said unto him, O thou of little intelligence, this night shall thy soul be taken from thee; and this that thou hast prepared, whose shall it
XXVIII	41	Luke xii. 21	be? So is he that layeth up treasures for himself, and is not rich in God.
