section	verse	gospel_refs	text
XLVI	57	John xvi. 14	he say: and he shall make known unto you the things that are to be. And he shall
XLVI	58	John xvi. 15	glorify me; for from me shall he take and shew you. All that my Father hath is mine: therefore said I unto you, that he taketh of mine, and shall shew you. Footnotes[edit]
XLVII	1	John xvi. 16	A little while, and ye shall not behold me; and a little while again, and ye shall
XLVII	2	John xvi. 17	behold me; because I go to the Father. His disciples therefore said one to another, What is this that he hath said unto us, A little while, and ye shall not behold me; and a little while again, and ye shall behold me: and, I go to my
XLVII	3	John xvi. 18	Father? And they said, What is this little while that he hath said? We know not
XLVII	4	John xvi. 19	what he speaketh. And Jesus perceived that they were seeking to ask him, and said unto them, Do ye inquire among yourselves concerning this, that I said unto you, A little while, and ye behold me not, and a little while again, and ye shall
XLVII	5	John xvi. 20	behold me? Verily, verily, I say unto you, that ye shall weep and grieve, but the world shall rejoice: and ye shall be sorrowful, but your grief shall turn to joy.
XLVII	6	John xvi. 21	For, a woman when the time is come for her that she should bring forth, the arrival of the day of her bringing forth distresseth her: but whenever she hath brought forth a son, she remembereth not her distress, for joy at the birth of a man into the
XLVII	7	John xvi. 22	world. And ye now also grieve: but I shall see you, and your hearts shall rejoice,
XLVII	8	John xvi. 23; John xvi. 24	and your joy no man taketh from you. And in that day ye shall ask me nothing. And verily, verily, I say unto you, All that ye ask my Father in my name, he will give you. Hitherto ye have asked nothing
XLVII	9		in my name: ask, and ye shall receive, that your joy may be complete.
XLVII	10	John xvi. 25	I have spoken unto you now in ænigmas: but there will come an hour when I shall not speak to you in ænigmas, but shall reveal unto you the Father plainly,
XLVII	11	John xvi. 26	in that day when ye shall ask in my name: and I say not unto you, that I shall
XLVII	12	John xvi. 27	entreat the Father for you; for the Father loveth you, because ye have loved me,
XLVII	13	John xvi. 28	and have believed that I came forth from my Father. I came forth from my Father, and came into the world: and I leave the world, and go unto my Father.
XLVII	14	John xvi. 29	His disciples said unto him, Lo, thy speech is now plain, and thou hast not said one
XLVII	15	John xvi. 30	thing in an ænigma. Now, lo, we know that thou knowest everything, and needest not that any man should ask thee: and by this we believe that thou camest forth
XLVII	16, 17	John xvi. 31; John xvi. 32	from God. Jesus said unto them, Believe that an hour cometh, and lo, it hath come, and ye shall be scattered, every one of you to his place, and shall leave me
XLVII	18	John xvi. 33	alone: and yet I am not alone, because the Father is with me. This have I said unto you, that in me ye may have peace. And in the world trouble shall overtake you: but be of good courage; for I have overcome the world.
XLVII	19	John xvii. 1	This said Jesus, and lifted up his eyes unto heaven, and said, My Father, the hour
XLVII	20	John xvii. 2	is come; glorify thy Son, that thy Son may glorify thee: as thou gavest him authority
XLVII	21	John xvii. 3	over all flesh, that all that thou hast given him, he might give them eternal life. And this is eternal life, that they should know that thou alone art true God, and that he
XLVII	22	John xvii. 4	whom thou didst send is Jesus the Messiah. I glorified thee in the earth,
XLVII	23	John xvii. 5	and the work which thou gavest me to do I have accomplished. And now glorify thou me, O Father, beside thee, with that glory which I had with thee
XLVII	24	John xvii. 6	before the world was. I made known thy name to the men whom thou gavest me out of the world: thine they were, and thou gavest them to me; and they have kept
XLVII	25, 26	John xvii. 7; John xvii. 8	thy word. Now they know that all that thou hast given me is from thee: and the sayings which thou gavest me I have given unto them; and they received them, and knew of a truth that I came forth from thee, and believed that thou didst send me.
XLVII	27	John xvii. 9	And I ask for their sake: and my asking is not for the world, but for those whom
XLVII	28	John xvii. 10	thou hast given me; for they are thine: and all that is mine is thine, and all that is
XLVII	29	John xvii. 11	thine is mine: and I am glorified in them. And now I am not in the world, and they are in the world, and I come to thee. My holy Father, keep them in thy
XLVII	30	John xvii. 12	name which thou hast given unto me, that they may be one, as we are. When I was with them in the world, I kept them in thy name: and I kept those whom thou gavest unto me: and no man of them hath perished, but the son of perdition; that
XLVII	31	John xvii. 13	the scripture might be fulfilled. Now I come to thee: and this I say in the world,
XLVII	32	John xvii. 14	that my joy may be complete in them. I have given them thy word; and the world
XLVII	33	John xvii. 15	hated them, because they were not of the world, as I was not of the world. And I ask not this, that thou take them from the world, but that thou keep them from the
XLVII	34, 35	John xvii. 16; John xvii. 17	evil one. They were not of the world, as I was not of the world. O Father, sanctify
XLVII	36	John xvii. 18	them in thy truth: for thy word is truth. And as thou didst send me into the world, I
XLVII	37	John xvii. 19	also send them into the world. And for their sake I sanctify myself, that they
XLVII	38	John xvii. 20	also may be sanctified in the truth. Neither for these alone do I ask, but for
XLVII	39	John xvii. 21	the sake of them that believe in me through their word; that they may be all one; as thou art in me, and I in thee, and so they also shall be one in us: that the world
XLVII	40	John xvii. 22	may believe that thou didst send me. And the glory which thou hast given unto
XLVII	41	John xvii. 23	me I have given unto them; that they may be one, as we are one; I in them, and thou in me, that they may be perfect into one; and that the world may know that
XLVII	42	John xvii. 24	thou didst send me, and that I loved them, as thou lovedst me. Father, and those whom thou hast given me, I wish that, where I am, they may be with me also; that they may behold my glory, which thou hast given me: for thou lovedst me before
XLVII	43	John xvii. 25	the foundation of the world. My righteous Father, and the world knew thee not,
XLVII	44	John xvii. 26	but I know thee; and they knew that thou didst send me; and I made known unto them thy name, and will make it known to them; that the love wherewith thou lovedst me may be in them, and I shall be in them. Footnotes[edit]
XLVIII	1	John xviii. 1; Matt. xxvi. 36	This said Jesus, and went forth with his disciples to a place which was called Gethsemane, on the side that is in the plain of Kidron, the mountain, the place
XLVIII	2	John xviii. 2	in which was a garden; and he entered thither, he and his disciples. And Judas the
XLVIII	3	Luke xxii. 40	betrayer knew that place: for Jesus oft-times met with his disciples there. And when Jesus came to the place, he said to his disciples, Sit ye here, so that I may go and pray;
XLVIII	4, 5	Luke xxii. 40	and pray ye, that ye enter not into temptations. And he took with him Cephas and the sons of Zebedee together, James and John; and he began to
XLVIII	6	Matt. xxvi. 38	look sorrowful, and to be anxious. And he said unto them, My soul is distressed unto
XLVIII	7	Luke xxii. 41	death: abide ye here, and watch with me. And he withdrew from them a little,
XLVIII	8	Mark xiv. 35	the space of a stone’s throw; and he kneeled, and fell on his face, and prayed, so
XLVIII	9	Mark xiv. 36; Luke xxii. 42	that, if it were possible, this hour might pass him. And he said, Father, thou art able for all things; if thou wilt, let this cup pass me: but let not my will be done,
XLVIII	10	Matt. xxvi. 40	but let thy will be done. And he came to his disciples, and found them sleeping;
XLVIII	11	Matt. xxvi. 40	and he said unto Cephas, Simon, didst thou sleep? Could ye thus not for one hour
XLVIII	12	Matt. xxvi. 41	watch with me? Watch and pray, that ye enter not into temptations: the spirit is
XLVIII	13	Matt. xxvi. 42	willing and ready, but the body is weak. And he went again a second time, and prayed, and said, My Father, if it is not possible with regard to this cup that it pass,
XLVIII	14	Mark xiv. 40	except I drink it, thy will be done. And he returned again, and found his disciples sleeping, for their eyes were heavy from their grief and anxiety; and they knew not
XLVIII	15	Matt. xxvi. 44	what to say to him. And he left them, and went away again, and prayed a third
XLVIII	16	Luke xxii. 43	time, and said the very same word. And there appeared unto him an angel from
XLVIII	17	Luke xxii. 44	heaven, encouraging him. And being afraid he prayed continuously: and his sweat
XLVIII	18	Luke xxii. 45	became like a stream of blood, and fell on the ground. Then he rose from
XLVIII	19	Luke xxii. 46	his prayer, and came to his disciples, and found them sleeping. And he
XLVIII	20	Mark xiv. 41	said unto them, Sleep now, and rest: the end hath arrived, and the hour hath come;
XLVIII	21	Mark xiv. 42	and behold, the Son of man is betrayed into the hands of sinners. Arise, let us go: for he hath come that betrayeth me.
XLVIII	22	Matt. xxvi. 47; John xviii. 3	And while he was still speaking, came Judas the betrayer, one of the twelve, and with him a great multitude carrying lanterns and torches and swords and staves, from the chief priests and scribes and elders of the people, and with him the footsoldiers
XLVIII	23	Matt. xxvi. 48	of the Romans. And Judas the betrayer gave them a sign, and said, He whom I shall kiss, he is he: take him with care, and lead him away.
XLVIII	24	John xviii. 4	And Jesus, because he knew everything that should come upon him, went forth
XLVIII	25	Matt. xxvi. 49	unto them. And immediately Judas the betrayer came to Jesus, and said, Peace,
XLVIII	26	Luke xxii. 48	my Master; and kissed him. And Jesus said unto him, Judas, with a kiss betrayest
XLVIII	27	Matt. xxvi. 50	thou the Son of man? Was it for that thou camest, my friend? And Jesus said
XLVIII	28	John xviii. 4	to those that came unto him, Whom seek ye? They said unto him, Jesus the Nazarene. Jesus said unto them, I am he. And Judas the betrayer also was standing
XLVIII	29	John xviii. 6	with them. And when Jesus said unto them, I am he, they retreated backward, and
XLVIII	30	John xviii. 7	fell to the ground. And Jesus asked them again, Whom seek ye? They answered,
XLVIII	31	John xviii. 8	Jesus the Nazarene. Jesus said unto them, I told you that I am he: and if ye seek
XLVIII	32	John xviii. 9	me, let these go away: that the word might be fulfilled which he spake, Of those
XLVIII	33	Matt. xxvi. 50	whom thou hast given me I lost not even one. Then came those that were with Judas, and seized Jesus, and took him.
XLVIII	34	Luke xxii. 49	And when his disciples saw what happened, they said, Our Lord, shall we smite
XLVIII	35	John xviii. 10	them with swords? And Simon Cephas had a sword, and he drew it, and struck the servant of the chief priest, and cut off his right ear. And the name of that servant
XLVIII	36	John xviii. 11	was Malchus. Jesus said unto Cephas, The cup which my Father hath given
XLVIII	37	John xviii. 11	me, shall I not drink it? Put the sword into its sheath: for all that take with the
XLVIII	38	Matt. xxvi. 53	sword shall die by the sword. Thinkest thou that I am not able to ask of my
XLVIII	39	Matt. xxvi. 54	Father, and he shall now raise up for me more than twelve tribes of angels? Then
XLVIII	40	Luke xxii. 51	how should the scriptures which were spoken be fulfilled, that thus it must be? Your
XLVIII	41	Matt. xxvi. 55	leave in this. And he touched the ear of him that was struck, and healed it. And in that hour Jesus said to the multitudes, As they come out against a thief are ye come out against me with swords and staves to take me? Daily was I with you in
XLVIII	42	Luke xxii. 53	the temple sitting teaching, and ye took me not: but this is your hour, and the power
XLVIII	43	Matt. xxvi. 56	of darkness. And that was, that the scriptures of the prophets might be fulfilled.
XLVIII	44	John xviii. 12	Then the disciples all left him, and fled. And the footsoldiers and the officers
XLVIII	45	Mark xiv. 51	and the soldiers of the Jews seized Jesus, and came. And a certain young man
XLVIII	46	Mark xiv. 52	followed him, and he was wrapped in a towel, naked: and they seized him; so he
XLVIII	47	John xviii. 12	left the towel, and fled naked. Then they took Jesus, and bound him, and brought him to Annas first; because he was the father in law of Caiaphas,
XLVIII	48	John xviii. 14	who was chief priest that year. And Caiaphas was he that counselled the Jews, that it was necessary that one man should die instead of the people.
XLVIII	49	John xviii. 15	And Simon Cephas and one of the other disciples followed Jesus. And the chief
XLVIII	50	John xviii. 16	priest knew that disciple, and he entered with Jesus into the court; but Simon was standing without at the door. And that other disciple, whom the chief priest knew,
XLVIII	51	John xviii. 17	went out and spake unto her that kept the door, and she brought Simon in. And when the maid that kept the door saw Simon, she looked stedfastly at him, and said unto him, Art not thou also one of the disciples of this man, I mean Jesus the
XLVIII	52	Luke xxii. 57	Nazarene? But he denied, and said, Woman, I know him not, neither know I even
XLVIII	53	John xviii. 18	what thou sayest. And the servants and the soldiers rose, and made a fire in the
XLVIII	54	Luke xxii. 55	middle of the court, that they might warm themselves; for it was cold. And when
XLVIII	55	John xviii. 18	the fire burned up, they sat down around it. And Simon also came, and sat down with them to warm himself, that he might see the end of what should happen. Footnotes[edit]
XLIX	1, 2	John xviii. 19; John xviii. 20	And the chief priest asked Jesus about his disciples, and about his doctrine. And Jesus said unto him, I was speaking openly to the people; and I ever taught in the synagogue, and in the temple, where all the Jews gather; and I have spoken nothing in
XLIX	3	John xviii. 21	secret. Why askest thou me? ask those that have heard, what I spake unto
XLIX	4	John xviii. 22	them: for they know all that I said. And when he had said that, one of the soldiers which were standing there struck the cheek of Jesus, and said unto him,
XLIX	5	John xviii. 23	Dost thou thus answer the chief priest? Jesus answered and said unto him, If I
XLIX	6	John xviii. 24	have spoken evil, bear witness of evil: but if well, why didst thou smite me? And Annas sent Jesus bound unto Caiaphas the chief priest.
XLIX	7	John xviii. 25	And when Jesus went out, Simon Cephas was standing in the outer court warming
XLIX	8	Mark xiv. 69	himself. And that maid saw him again, and began to say to those that stood
XLIX	9	Matt. xxvi. 71	by, This man also was there with Jesus the Nazarene. And those that stood by
XLIX	10	Matt. xxvi. 72	came forward and said to Cephas, Truly thou art one of his disciples. And he
XLIX	11	Luke xxii. 58	denied again with an oath, I know not the man. And after a little one of the servants of the chief priest, the kinsman of him whose ear Simon cut off, saw him; and
XLIX	12	Luke xxii. 59	he disputed and said, Truly this man was with him: and he also is a Galilæan;
XLIX	13	Matt. xxvi. 73	and his speech resembles. And he said unto Simon, Did not I see thee with him
XLIX	14	Mark xiv. 71	in the garden? Then began Simon to curse, and to swear, I know not this man
XLIX	15	Luke xxii. 60	whom ye have mentioned. And immediately, while he was speaking, the cock crew
XLIX	16	Luke xxii. 61	twice. And in that hour Jesus turned, he being without, and looked stedfastly at Cephas. And Simon remembered the word of our Lord, which he said unto him,
XLIX	17, 18	Mark xiv. 30; Luke xxii. 62	Before the cock crow twice, thou shalt deny me thrice. And Simon went forth without, and wept bitterly.
XLIX	19	Luke xxii. 66	And when the morning approached, the servants of all the chief priests and the scribes and the elders of the people and all the multitude assembled,
XLIX	20, 21	Matt. xxvii. 1; Matt. xxvi. 59	and made a plot; and they took counsel against Jesus to put him to death. And they sought false witnesses who should witness against him, that they might put him to
XLIX	22, 23	Matt. xxvi. 60; Mark xiv. 59	death, and they found not; but many false witnesses came, but their witness did not
XLIX	24, 25	Matt. xxvi. 60; Mark xiv. 57	agree. But at last there came two lying witnesses, and said, We heard him say, I will destroy this temple of God that is made with hands, and will build another not
XLIX	26, 27	Mark xiv. 59; Mark xiv. 60	made with hands after three days. And not even so did their witness agree. But Jesus was silent. And the chief priest rose in the midst, and asked Jesus, and said,
XLIX	28	Matt. xxvi. 62	Answerest thou not a word concerning anything? what do these witness against
XLIX	29, 30	Mark xiv. 61; Luke xxii. 66	thee? But Jesus was silent, and answered him nothing. And they took him up
XLIX	31	Luke xxii. 67	into their assembly, and said unto him, If thou art the Messiah, tell us. He said
XLIX	32	Luke xxii. 68	unto them, If I tell you, ye will not believe me: and if I ask you, ye will not answer
XLIX	33	Matt. xxvi. 63	me a word, nor let me go. And the chief priest answered and said unto him, I adjure thee by the living God, that thou tell us whether thou art the Messiah, the
XLIX	34, 35	Matt. xxvi. 64; Luke xxii. 70	Son of the living God. Jesus said unto him, Thou hast said that I am he. They all said unto him, Then thou art now the Son of God? Jesus said, Ye have said
XLIX	36	Matt. xxvi. 64	that I am he. I say unto you, that henceforth ye shall see the Son of man sitting
XLIX	37	Mark xiv. 63	at the right hand of power, and coming on the clouds of heaven. Then the
XLIX	38	Luke xxii. 71	chief priest rent his tunic, and said, He hath blasphemed. And they all said, Why should we seek now witnesses? we have heard now the blasphemy from his mouth.
XLIX	39, 40	Mark xiv. 64; Mark xiv. 65	What then think ye? They all answered and said, He is worthy of death. Then some of them drew near, and spat in his face, and struck him, and scoffed at him.
XLIX	41	Mark xiv. 65	And the soldiers struck him on his cheeks, and said, Prophesy unto us, thou Messiah:
XLIX	42	Luke xxii. 65	who is he that struck thee? And many other things spake they falsely, and said against him.
XLIX	43	John xviii. 28	And all of their assembly arose, and took Jesus, and brought him bound to
XLIX	44	John xviii. 28	the prætorium, and delivered him up to Pilate the judge; but they entered not into the prætorium, that they might not be defiled when they should eat the passover.
XLIX	45	Matt. xxvii. 11	And Jesus stood before the judge. And Pilate went forth unto them without, and
XLIX	46	John xviii. 30	said unto them, What accusation have ye against this man? They answered and said unto him, If he had not been doing evils, neither should we have delivered
XLIX	47	Luke xxiii. 2	him up unto thee. We found this man leading our people astray, and restraining from giving tribute to Cæsar, and saying of himself that he is the King, the Messiah.
XLIX	48	John xviii. 31	Pilate said unto them, Then take ye him, and judge him according to your law. The Jews said unto him, We have no authority to put a man to death:
XLIX	49	John xviii. 32	that the word might be fulfilled, which Jesus spake, when he made known by what manner of death he was to die.
XLIX	50	John xviii. 33	And Pilate entered into the prætorium, and called Jesus, and said unto him, Art
XLIX	51	John xviii. 34	thou the King of the Jews? Jesus said unto him, Of thyself saidst thou this, or
XLIX	52	John xviii. 35	did others tell it thee concerning me? Pilate said unto him, Am I, forsooth, a Jew? The sons of thy nation and the chief priests delivered thee unto me: what
XLIX	53	John xviii. 36	hast thou done? Jesus said unto him, My kingdom is not of this world: if my kingdom were of this world, then would my servants fight, that I should not be
XLIX	54	John xviii. 37	delivered to the Jews: now my kingdom is not from hence. Pilate said unto him, Then thou art a king? Jesus said unto him, Thou hast said that I am a king. And for this was I born, and for this came I into the world, that I should bear witness
XLIX	55	John xviii. 38	of the truth. And every one that is of the truth heareth my voice. Pilate said unto him, And what is the truth? And when he said that, he went out again unto the Jews. Footnotes[edit]
L	1	Luke xxiii. 4	And Pilate said unto the chief priests and the multitude, I have not found
L	2	Luke xxiii. 5	against this man anything. But they cried out and said, He hath disquieted our people with his teaching in all Judæa, and he began from Galilee and unto this
L	3	Luke xxiii. 6	place. And Pilate, when he heard the name of Galilee, asked, Is this man a Galilæan?
L	4	Luke xxiii. 7	And when he learned that he was under the jurisdiction of Herod, he sent him to Herod: for he was in Jerusalem in those days.
L	5	Luke xxiii. 8	And Herod, when he saw Jesus, rejoiced exceedingly: for he had desired to see him for a long time, because he had heard regarding him many things; and he counted on
L	6	Luke xxiii. 9	seeing some sign from him. And he questioned him with many words; but
L	7	Luke xxiii. 10	Jesus answered him not a word. And the scribes and chief priests were
L	8	Luke xxiii. 11	standing by, and they accused him vehemently. And Herod scoffed at him, he and his servants; and when he had scoffed at him, he clothed him in robes of scarlet,
L	9	Luke xxiii. 12	and sent him to Pilate. And on that day Pilate and Herod became friends, there having been enmity between them before that.
L	10, 11	Luke xxiii. 13; Luke xxiii. 14	And Pilate called the chief priests and the rulers of the people, and said unto them, Ye brought unto me this man, as the perverter of your people: and I have tried him before you, and have not found in this man any cause of all that ye
L	12	Luke xxiii. 15	seek against him: nor yet Herod: for I sent him unto him; and he hath done
L	13	Luke xxiii. 16	nothing for which he should deserve death. So now I will chastise him, and let
L	14, 15	Luke xxiii. 18; Mark xv. 3	him go. The multitude all cried out and said, Take him from us, take him. And
L	16	Matt. xxvii. 12	the chief priests and the elders accused him of many things. And during their
L	17	Matt. xxvii. 13	accusation he answered not a word. Then Pilate said unto him, Hearest thou not
L	18	Matt. xxvii. 14	how many things they witness against thee? And he answered him not, not even one word: and Pilate marvelled at that.
L	19	Matt. xxvii. 19	And when the judge sat on his tribune, his wife sent unto him, and said unto him, See that thou have nothing to do with that righteous man: for I have suffered much in my dream to-day because of him.
L	20	Matt. xxvii. 15	And at every feast the custom of the judge was to release to the people one
L	21	Matt. xxvii. 16	prisoner, him whom they would. And there was in their prison a well-known prisoner,
L	22, 23	Matt. xxvii. 17; John xviii. 39	called Barabbas. And when they assembled, Pilate said unto them, Ye have a custom, that I should release unto you a prisoner at the passover: will ye that I
L	24	John xviii. 40	release unto you the King of the Jews? And they all cried out and said, Release not unto us this man, but release unto us Barabbas. And this Barabbas was a
L	25	Luke xxiii. 19	robber, who for sedition and murder, which was in the city, was cast into the
L	26	Mark xv. 8	prison. And all the people cried out and began to ask him to do as the custom was
L	27	Mark xv. 9	that he should do with them. And Pilate answered and said unto them, Whom will ye that I release unto you? Barabbas, or Jesus which is called the Messiah, the
L	28	Matt. xxvii. 18	King of the Jews? For Pilate knew that envy had moved them to deliver him up.
L	29	Matt. xxvii. 20	And the chief priests and the elders asked the multitudes to deliver Barabbas, and
L	30	Matt. xxvii. 21	to destroy Jesus. The judge answered and said unto them, Whom of the two will
L	31	Matt. xxvii. 22	ye that I release unto you? They said, Barabbas. Pilate said unto them, And
L	32	Mark xv. 13	Jesus which is called the Messiah, what shall I do with him? They all cried out
L	33	Luke xxiii. 20	and said, Crucify him. And Pilate spake to them again, for he desired to release
L	34	Luke xxiii. 21	Jesus; but they cried out and said, Crucify him, crucify him, and release unto us
L	35	Luke xxiii. 22	Barabbas. And Pilate said unto them a third time, What evil hath this man done? I have not found in him any cause to necessitate death: I will chastise him and
L	36	Luke xxiii. 23	let him go. But they increased in importunity with a loud voice, and asked him to crucify him. And their voice, and the voice of the chief priests, prevailed.
L	37	Mark xv. 15; Matt. xxvii. 26	Then Pilate released unto them that one who was cast into prison for sedition and murder, Barabbas, whom they asked for: and he scourged Jesus with whips.
L	38	Matt. xxvii. 27	Then the footsoldiers of the judge took Jesus, and went into the prætorium, and
L	39	Matt. xxvii. 28	gathered unto him all of the footsoldiers. And they stripped him, and put on
L	40	John xix. 2	him a scarlet cloak. And they clothed him in garments of purple, and plaited
L	41	Matt. xxvii. 29	a crown of thorns, and placed it on his head, and a reed in his right hand; and while they mocked at him and laughed, they fell down on their knees before him, and bowed
L	42	Matt. xxvii. 30; John xix. 3	down to him, and said, Hail, King of the Jews! And they spat in his face, and took the reed from his hand, and struck him on his head, and smote his cheeks.
L	43	John xix. 4	And Pilate went forth without again, and said unto the Jews, I bring him forth to
L	44	John xix. 5	you, that ye may know that I do not find, in examining him, even one crime. And Jesus went forth without, wearing the crown of thorns and the purple garments.
L	45	John xix. 6	Pilate said unto them, Behold, the man! And when the chief priests and the soldiers saw him, they cried out and said, Crucify him, crucify him. Pilate said unto them, Take him yourselves, and crucify him: for I find not a cause against
L	46	John xix. 7	him. The Jews said unto him, We have a law, and according to our law he deserves
L	47	John xix. 8	death, because he made himself the Son of God. And when Pilate heard this word,
L	48	John xix. 9	his fear increased; and he entered again into the porch, and said to Jesus, Whence
L	49	John xix. 10	art thou? But Jesus answered him not a word. Pilate said unto him, Speakest thou not unto me? knowest thou not that I have authority to release thee, and have
L	50	John xix. 11	authority to crucify thee? Jesus said unto him, Thou hast not any authority over me, if thou wert not given it from above: therefore the sin of him that delivered
L	51	John xix. 12	me up unto thee is greater than thy sin. And for this word Pilate wished to release him: but the Jews cried out, If thou let him go, thou art not a friend of Cæsar: for every one that maketh himself a king is against Cæsar. Footnotes[edit]
LI	1	John xix. 13	And when Pilate heard this saying, he took Jesus out, and sat on the tribune in the place which was called the pavement of stones, but in the Hebrew
LI	2	John xix. 14	called Gabbatha. And that day was the Friday of the passover: and it had reached
LI	3	John xix. 15	about the sixth hour. And he said to the Jews, Behold, your King! And they cried out, Take him, take him, crucify him, crucify him. Pilate said unto them, Shall I crucify your King? The chief priests said unto him, We have no king except
LI	4	Matt. xxvii. 24	Cæsar. And Pilate, when he saw it, and he was gaining nothing, but the tumult was increasing, took water, and washed his hands before the multitude, and said, I
LI	5	Matt. xxvii. 25	am innocent of the blood of this innocent man: ye shall know. And all the people
LI	6	John xix. 16	answered and said, His blood be on us, and on our children. Then Pilate commanded to grant them their request; and delivered up Jesus to be crucified, according to their wish.
LI	7	Matt. xxvii. 3	Then Judas the betrayer, when he saw Jesus wronged, went and returned the
LI	8	Matt. xxvii. 4	thirty pieces of money to the chief priests and the elders, and said, I have sinned in my betraying innocent blood. And they said unto him, And we, what must we do?
LI	9	Matt. xxvii. 5	know thou. And he threw down the money in the temple, and departed; and he
LI	10	Matt. xxvii. 6	went away and hanged himself. And the chief priests took the money, and said, We have not authority to cast it into the place of the offering, for it is the price
LI	11	Matt. xxvii. 7	of blood. And they took counsel, and bought with it the plain of the potter, for
LI	12	Matt. xxvii. 8	the burial of strangers. Therefore that plain was called, The field of blood, unto
LI	13	Matt. xxvii. 9	this day. Therein was fulfilled the saying in the prophet which said, I took thirty pieces of money, the price of the precious one, which was fixed
LI	14	Matt. xxvii. 10	by the children of Israel; and I paid them for the plain of the potter, as the Lord commanded me.
LI	15	John xix. 16; John xix. 17	And the Jews took Jesus, and went away to crucify him. And when he bare his
LI	16		cross and went out, they stripped him of those purple and scarlet garments which he
LI	17	Matt. xxvii. 32; Matt. xxvii. 32	had on, and put on him his own garments. And while they were going with him, they found a man, a Cyrenian, coming from the country, named Simon, the father of Alexander and Rufus: and they compelled this man to bear the cross of Jesus.
LI	18	Luke xxiii. 26	And they took the cross and laid it upon him, that he might bear it, and come after Jesus; and Jesus went, and his cross behind him.
LI	19	Luke xxiii. 27	And there followed him much people, and women which were lamenting and
LI	20	Luke xxiii. 28	raving. But Jesus turned unto them and said, Daughters of Jerusalem, weep not
LI	21	Luke xxiii. 29	for me: weep for yourselves, and for your children. Days are coming, when they shall say, Blessed are the barren, and the wombs that bare not, and the breasts
LI	22	Luke xxiii. 30	that gave not suck. Then shall they begin to say to the mountains, Fall on us; and
LI	23	Luke xxiii. 31	to the hills, Cover us. For if they do so in the green tree, what shall be in the dry?
LI	24	Luke xxiii. 32	And they brought with Jesus two others of the malefactors, to be put to death.
LI	25	Luke xxiii. 33; Luke xxiii. 33	And when they came unto a certain place called The skull, and called in the Hebrew Golgotha, they crucified him there: they crucified with him these two
LI	26	Mark xv. 28	malefactors, one on his right, and the other on his left. And the scripture was
LI	27	Mark xv. 23; Matt. xxvii. 34	fulfilled, which saith, He was numbered with the transgressors. And they gave him to drink wine and myrrh, and vinegar which had been mixed with the myrrh; and he tasted, and would not drink; and he received it not.
LI	28	John xix. 23	And the soldiers, when they had crucified Jesus, took his garments, and cast lots for them in four parts, to every party of the soldiers a part; and his tunic was
LI	29	John xix. 24	without sewing, from the top woven throughout. And they said one to another, Let us not rend it, but cast lots for it, whose it shall be: and the scripture was fulfilled, which saith, They divided my garments among them, And cast the lot for my vesture.
LI	30, 31	Matt. xxvii. 36; John xix. 19; Matt. xxvii. 37	This the soldiers did. And they sat and guarded him there. And Pilate wrote on a tablet the cause of his death, and put it on the wood of the cross above his head. And there was written upon it thus: This is Jesus the Nazarene, the King of the
LI	32	John xix. 20	Jews. And this tablet read many of the Jews: for the place where Jesus was crucified was near the city: and it was written in Hebrew and Greek and Latin.
LI	33	John xix. 21	And the chief priests said unto Pilate, Write not, The King of the Jews; but, He it is
LI	34	John xix. 22	that said, I am the King of the Jews. Pilate said unto them, What hath been
LI	35	Luke xxiii. 35	written hath been written. And the people were standing beholding; and they
LI	36	Matt. xxvii. 40; Matt. xxvii. 40	that passed by were reviling him, and shaking their heads, and saying, Thou that destroyest the temple, and buildest it in three days, save thyself if thou art the Son
LI	37	Matt. xxvii. 41	of God, and come down from the cross. And in like manner the chief priests and the scribes and the elders and the Pharisees derided him, and laughed one with
LI	38, 39	Matt. xxvii. 42; Luke xxiii. 35	another, and said, The saviour of others cannot save himself. If he is the Messiah, the chosen of God, and the King of Israel, let him come down now from the
LI	40	Matt. xxvii. 43	cross, that we may see, and believe in him. He that relieth on God—let him deliver him
LI	41	Luke xxiii. 36	now, if he is pleased with him: for he said, I am the Son of God. And the soldiers
LI	42	Luke xxiii. 37	also scoffed at him in that they came near unto him, and brought him vinegar, and
LI	43	Matt. xxvii. 44	said unto him, If thou art the King of the Jews, save thyself. And likewise the two robbers also that were crucified with him reproached him.
LI	44	Luke xxiii. 39	And one of those two malefactors who were crucified with him reviled him, and
LI	45	Luke xxiii. 40	said, If thou art the Messiah, save thyself, and save us also. But his comrade rebuked him, and said, Dost thou not even fear God, being thyself also in this
LI	46	Luke xxiii. 41	condemnation? And we with justice, and as we deserved, and according to our deed, have we been rewarded: but this man hath not done anything unlawful.
LI	47	Luke xxiii. 42	And he said unto Jesus, Remember me, my Lord, when thou comest in thy kingdom.
LI	48	Luke xxiii. 43	Jesus said unto him, Verily I say unto thee, To-day shalt thou be with me in Paradise.
LI	49	John xix. 25	And there stood by the cross of Jesus his mother, and his mother’s sister,
LI	50	John xix. 26	Mary that was related to Clopas, and Mary Magdalene. And Jesus saw his mother, and that disciple whom he loved standing by; and he said to his mother,
LI	51	John xix. 27	Woman, behold, thy son! And he said to that disciple, Behold, thy mother! And from that hour that disciple took her unto himself.
LI	52	Matt. xxvii. 45	And from the sixth hour darkness was on all the land unto the ninth
