book	witness	ref	cal_text	syriac_text
John	Sinaiticus	04:18	mTl dxm$:) b(:lyn hww lky, whn) d)yt lky h$) l) hw) b(lky, hd) $ryrt) )mrty,	ܘܟܕ ܚܙܐ ܝܫܘܥ ܟܘܠ ܡܐ ܕܐܬܐ ܥܠܘܗܝ ܢܦܩ ܐܡܪ ܠܗܘܢ ܡܢܐ ܒܥܝܢ ܐܢܬܘܢ
John	Sinaiticus	04:19	)mr) lh mry xzyn) dnby) )nt,	
John	Sinaiticus	04:20	)bhyn bhn) Twr) sgdw, w)ntwn )mryn )ntwn db)wr$lm hw byt sgdt),	ܘܪܗܛܝܢ ܗܘܘ ܗܘ ܕܝܢ ܬܠܡܝܕܐ ܩܕܡܗ ܠܫܡܥܘܢ ܘܐܬܐ ܠܒܝܬ ܩܒܘܪܐ
John	Sinaiticus	04:21	)mr lh mrn )ntt) hymnny, d)ty) $(t) dl) bhn) Twr) wl) b)wr$lm tsgdwn l)b),	ܘܟܕ ܢܓܗܬ ܐܬܐ ܝܫܘܥ ܩܡ ܥܠ ܓܢܒ ܝܡܬܐ܂ ܘܬܠܡܝܕܘܗܝ ܠܐ ܐܣܬܟܠܘ ܕܗܘܝܘ܂
John	Sinaiticus	04:22	)ntwn sgdyn )ntwn lm) dl) yd(yn )ntwn w)nxnn sgdyn )nxnn lm) dyd(yn )nxnn dx:y) mn yhwd) )nwn	
John	Sinaiticus	04:23	)l) h) )ty) $(t) wh$) )ytyh ds:gwd) $ryr:) nsgdwn l)b) brwx) wb$rr), w)p )b) gyr hlyn )nwn s:gwd) b(),	
John	Sinaiticus	04:24	)ylyn dbrwx) wb$rr) sgdyn lh,	
John	Sinaiticus	04:25	)mr) hy )ntt) h) m$yx) )t) wm) d)t) kwl mdm ntl	
John	Sinaiticus	04:26	)mr lh mrn )n) )n) dmmlln) (mky,	
John	Sinaiticus	04:27	wkd hnwn mmllyn )tw tlmydwhy wmtdmryn hww d(m )ntt) q)m wmmll m)mr dyn l) )mrw lh d)w mn) b(yt )w mn) )mr hwyt lh	
John	Sinaiticus	04:28	why )ntt) $bqt qwlth, wrhTt lmdynt) w)mr)	
John	Sinaiticus	04:29	tw xzw gbr) d)mr ly kwl mdm d(bdt lm) hwyw m$yx)	
John	Sinaiticus	04:30	wkwl d$m( npq hw) lwth	
John	Sinaiticus	04:31	wb(yn hww tlmydwhy dn)kwl (mhwn lxm)	
John	Sinaiticus	04:32	)mr lhwn )yt ly m)kwlt) d)kwl )yd) d)ntwn l) yd(yn )ntwn lh	
John	Sinaiticus	04:33	)mryn hnwn xd lxd lm) ky )n$ )yty lh mdm lm)kl,	
John	Sinaiticus	04:34	)mr lhwn m)kwlty dyly d)(bd hw cbynh dmn d$drny w)$lmyhy l(bdh,	
John	Sinaiticus	04:35	l) )ntwn )mr:yn )ntwn d)rb() )nwn yr:xyn )xrnyn w)t) xcd), h) )mrn) lkwn d)rymw (ynykwn wxzyw )r(t) dxwr wmTy lxcd)	
John	Sinaiticus	04:36	wmn kdw xcwd) )gr) nsb wkn$ p)r) lxy:) dl(lm wzrw() wxcwd) )kxd) nxdwn,	
John	Sinaiticus	04:37	bhd) gyr )ytyh mlt) d$rr) d)xrn hw zr( w)xrn xcd,	
John	Sinaiticus	05:06	mrn yd( dnwgry) sgy)) )yt lh d)rm) )mr lh cb) )nt dthw) $ryr	ܘܐܪܝܡ ܥܝܢ̈ܘܗܝ ܡܪܢ ܘܚܙܐ ܟܢܫܐ ܣܓܝܐܐ ܕܐܬܐ ܠܘܬܗ ܐܡܪ ܠܦܝܠܝܦܘܣ ܐܝܡܟܐ ܢܙܒܢ ܠܚܡܐ܂ ܠܗܠܝܢ ܐܢܫܐ ܕܢܐܟܠܘܢ
John	Sinaiticus	05:07	)mr lh mry lyt ly )n$ dm) d)tzy(w m:y) nrmyny lm(mwdyt) )l) (d )n) )t) )xrn mn qdmy nxt	ܥܕܡܐ ܓܝܪ ܠܗܝܕܝܢ ܐܦܠܐ ܐܚܘܗܝ ܗܝܡܢܘ ܗܘܘ ܒܗ
John	Sinaiticus	05:08	)mr lh mrn qwm $qwl (rsk whlk	
John	Sinaiticus	05:09	wbr $(t) )txlm gbr) hw wqm $ql (rsh whlk whw hw ywm) $bt) hwt	ܟܡܐ ܕܒܥܠܡܐ ܗܘ܂ ܐܢܐ ܓܝܪ ܢܘܗܪܗ ܐܢܐ ܕܥܠܡܐ
John	Sinaiticus	05:10	wkd xzwwhy yhwdy) )mryn lh l) $lyT lk dt$qwl (rsk	ܒܬܪ ܢܘܟܪܝܐ ܕܝܢ ܠܐ ܐܙܠܐ ܥܢܐ ܐܠܐ ܡܬܦܣܩܐ ܥܢܐ ܡܢܗ ܡܛܠ ܕܠܐ ܝܕܥܐ ܩܠܗ ܕܢܘܟܪܝܐ܂
John	Sinaiticus	05:11	w)mr lhwn hw d)txlm hw mn d)xlmny hw )mr ly d$qwl (rsk whlk,	ܗܘ ܕܝܢ ܝܫܘܥ ܡܚܒ ܗܘܐ ܠܗܠܝܢ ܬܠܬܝܗܘܢ ܐܚܐ ܠܡܪܝܡ ܠܡܪܬܐ ܠܠܥܙܪ܂
John	Sinaiticus	05:13	whw gbr) l) yd( hw) mnw mTl dmrn $ny hw) lh mn dwkt) lxbrth mn xbc),	ܘܢܣܒ ܡܝ̈ܐ ܐܪܡܝ ܒܠܩܢܐ ܕܫܝܓܬܐ ܘܫܪܝ ܗܘܐ ܡܫܝܓ ܪ̈ܓܠܐ ܕܬܠܡܝ̈ܕܘܗܝ ܘܡܫܦܪ ܒܣܕܘܢܐ ܕܡܚܐ ܒܚܨܘܗܝ
John	Sinaiticus	05:14	mn btr hlyn )$kxh mrn bhykl) w)mr lh h) xlym )nt twb l) txT) dlm) nhw) lk dby$ mn hw	ܐܡܪ ܠܗ ܬܐܘܡܐ ܡܪܝ ܠܐ ܝܕܥܝܢ ܐܢܚܢܢ ܠܐܝܠܟܐ ܐܙܠ ܐܢܬ ܐܝܟܢܐ ܡܫܟܚܝܢ ܐܢܚܢܢ ܠܡܕܥ ܐܪܚܐ ܐܝܕܐ ܗܝ
John	Sinaiticus	05:15	w)zl hw gbr) w)mr lyhwdy) dy$w( hw, hw d)xlmh	ܕܐܢܐ ܓܘܦܢܐ ܘܐܢܬܘܢ ܫܒܫ̈ܬܐ ܡܢ ܕܒܝ ܗܘܐ ܐܦ ܐܢܐ ܒܗ ܗܘܐ ܐܢܐ ܗܘ ܝܗܒ ܦܐܪ̈ܐ ܣܓܝܐܐ ܡܛܠ ܕܒܠܥܕܝ ܡܕܡ ܠܡܥܒܕ ܠܐ ܡܫܟܚܝܢ ܐܢܬܘܢ
