book	witness	ref	cal_text	syriac_text
John	Curetonian	06:16	kd hw) dyn rm$), nxtw hww t:lmydwhy lym),	
John	Curetonian	06:17	wytbw bspynt), w)tyn hww l(br) dymt) dkprnxwm, wx$kt hwt lh., wl) )t) lwthwn y$w(,	
John	Curetonian	06:19	wdbrwh. hww lspynt) )s:Tdwt) (:sryn wxm$) )w tltyn, wxzw ly$w( kd mhlk (l m:y), wkd qrb lwt spynt), dxlw,	
John	Curetonian	06:20	hw dyn y$w( )mr lhwn )n) )n),	
John	Curetonian	06:21	wcbyn hww dnqblwnh bspynt), wbh. b$(t) hy spynt) qrbt hwt lwt )r(), hy d)zlyn hww lh.%	
John	Curetonian	06:22	wlywm) )xrn) hw kn$) db(br) hw) dymt), dxz) dspynt) )xrt) lyt hw) tmn, )l) )n xd) d(brw bh. tlm:ydwhy dy$w(, wy$w( l) hw) (m tlm:ydwhy hw) bspynt),	
John	Curetonian	06:23	wkd )ty s:pyn) ):xrnyt) mn Tbryws l)tr d)klw lxm),	
John	Curetonian	06:24	wxzw dl) hw) tmn y$w( w)p l) tlm:ydwhy, nxtw lhwn lspynt), w)tw hww lkprnxwm wb(yn hww lh ly$w(,	
John	Curetonian	06:25	wkd dyn )$kxwhy b(br) dymt), )mryn lh rbn )mty )tyt lk),	
John	Curetonian	06:26	)mr lhwn y$w(, )myn )myn )mrn) lkwn, dl) hw) mTl dxzytwn ):twt) b(ytwnny, )l) mTl d)kltwn lxm) wsb(twn,	
John	Curetonian	06:28	)mryn lh mn) n(bd dnplwx (b:d) d)lh),	
John	Curetonian	06:29	)mr lhwn y$w(, hn) hw (bd) d)lh), dthymnwn bmn d$dr hw,	
John	Curetonian	06:30	)mryn lh mn) hkyl )t) (bd )nt dnxz) wnhymn bk mn) plx )nt	
John	Curetonian	06:31	)b:hyn mnn) )klw bmdbr) )yk dktyb dlxm) mn $my) yhb lhwn lm)kl	
John	Curetonian	06:32	)mr lhwn y$w( )myn )myn )mrn) lkwn dl) hw) mw$) yhb lkwn lxm) mn $my) )l) )b) ntl lkwn lxm) dqw$t) mn $my)	
John	Curetonian	06:33	lxmh gyr d)lh) nxt mn $my) wxy hw wmtyhb l(lm)	
